"","userid","gender","country","Platform","B5_reserved","B5_trusting","B5_lazy","B5_handleStress","B5_nonArtistic","B5_outgoing","B5_findsFaults","B5_thorough","B5_nervous","B5_imaginative","attit_genderJokes","attit_cleverInsults","attit_cuteAnimals","attit_GoT","attit_looksJokes","attit_puns","attit_menEgoSex","attit_selfDepr","attit_comebacks","attit_romCom","excite_places","excite_restless","excite_fright","excite_parties","excite_trips","excite_friends","excite_bungee","excite_illegal","humorProd_jokes","humorProd_confid","humorProd_entertain","humorProd_success","moral_feelGood","moral_important","moral_ashamed","moral_notImportant","moral_desire","cheer_cheerful","cheer_fun","cheer_laugh","cheer_walkAir","cheer_amused","cheer_delighted","mood_upset","mood_hostile","mood_alert","mood_ashamed","mood_inspired","mood_nervous","mood_determined","mood_attentive","mood_afraid","mood_active","language_undst","duration","stimulus","funniness_rating"
"43103",4308,"m","GBR","Android",5,5,3,5,1,1,2,5,4,5,3,4,5,5,4,5,1,3,5,5,5,1,3,3,5,2,5,5,2,4,3,1,5,5,1,1,5,5,5,5,5,4,5,1,1,4,1,5,2,5,4,1,5,1,227,"cont_lifeSupport",1
"43104",4308,"m","GBR","Android",5,5,3,5,1,1,2,5,4,5,3,4,5,5,4,5,1,3,5,5,5,1,3,3,5,2,5,5,2,4,3,1,5,5,1,1,5,5,5,5,5,4,5,1,1,4,1,5,2,5,4,1,5,1,227,"cont_kangeroos",6
"43105",4308,"m","GBR","Android",5,5,3,5,1,1,2,5,4,5,3,4,5,5,4,5,1,3,5,5,5,1,3,3,5,2,5,5,2,4,3,1,5,5,1,1,5,5,5,5,5,4,5,1,1,4,1,5,2,5,4,1,5,1,227,"cont_sexGolf",5
"43106",4308,"m","GBR","Android",5,5,3,5,1,1,2,5,4,5,3,4,5,5,4,5,1,3,5,5,5,1,3,3,5,2,5,5,2,4,3,1,5,5,1,1,5,5,5,5,5,4,5,1,1,4,1,5,2,5,4,1,5,1,227,"cont_cuteDog",7
"43107",4308,"m","GBR","Android",5,5,3,5,1,1,2,5,4,5,3,4,5,5,4,5,1,3,5,5,5,1,3,3,5,2,5,5,2,4,3,1,5,5,1,1,5,5,5,5,5,4,5,1,1,4,1,5,2,5,4,1,5,1,227,"cont_faceDraw",7
"43108",4308,"m","GBR","Android",5,5,3,5,1,1,2,5,4,5,3,4,5,5,4,5,1,3,5,5,5,1,3,3,5,2,5,5,2,4,3,1,5,5,1,1,5,5,5,5,5,4,5,1,1,4,1,5,2,5,4,1,5,1,227,"cont_avocado",7
"43109",4308,"m","GBR","Android",5,5,3,5,1,1,2,5,4,5,3,4,5,5,4,5,1,3,5,5,5,1,3,3,5,2,5,5,2,4,3,1,5,5,1,1,5,5,5,5,5,4,5,1,1,4,1,5,2,5,4,1,5,1,227,"cont_romFail",6
"43110",4308,"m","GBR","Android",5,5,3,5,1,1,2,5,4,5,3,4,5,5,4,5,1,3,5,5,5,1,3,3,5,2,5,5,2,4,3,1,5,5,1,1,5,5,5,5,5,4,5,1,1,4,1,5,2,5,4,1,5,1,227,"cont_buttCar",7
"43111",2335,"f","USA","iOS",3,3,4,3,4,3,3,4,5,2,3,3,3,2,2,2,3,3,3,4,4,5,2,3,4,4,1,2,4,5,3,4,4,5,2,3,4,4,4,4,4,4,4,5,3,2,3,3,5,4,4,4,3,4,105,"cont_knock",7
"43112",2335,"f","USA","iOS",3,3,4,3,4,3,3,4,5,2,3,3,3,2,2,2,3,3,3,4,4,5,2,3,4,4,1,2,4,5,3,4,4,5,2,3,4,4,4,4,4,4,4,5,3,2,3,3,5,4,4,4,3,4,105,"cont_lifeSupport",6
"43113",2335,"f","USA","iOS",3,3,4,3,4,3,3,4,5,2,3,3,3,2,2,2,3,3,3,4,4,5,2,3,4,4,1,2,4,5,3,4,4,5,2,3,4,4,4,4,4,4,4,5,3,2,3,3,5,4,4,4,3,4,105,"cont_kangeroos",6
"43114",2335,"f","USA","iOS",3,3,4,3,4,3,3,4,5,2,3,3,3,2,2,2,3,3,3,4,4,5,2,3,4,4,1,2,4,5,3,4,4,5,2,3,4,4,4,4,4,4,4,5,3,2,3,3,5,4,4,4,3,4,105,"cont_iAmCringe",7
"43115",2335,"f","USA","iOS",3,3,4,3,4,3,3,4,5,2,3,3,3,2,2,2,3,3,3,4,4,5,2,3,4,4,1,2,4,5,3,4,4,5,2,3,4,4,4,4,4,4,4,5,3,2,3,3,5,4,4,4,3,4,105,"cont_cuteDog",6
"43116",2335,"f","USA","iOS",3,3,4,3,4,3,3,4,5,2,3,3,3,2,2,2,3,3,3,4,4,5,2,3,4,4,1,2,4,5,3,4,4,5,2,3,4,4,4,4,4,4,4,5,3,2,3,3,5,4,4,4,3,4,105,"cont_faceDraw",6
"43117",2335,"f","USA","iOS",3,3,4,3,4,3,3,4,5,2,3,3,3,2,2,2,3,3,3,4,4,5,2,3,4,4,1,2,4,5,3,4,4,5,2,3,4,4,4,4,4,4,4,5,3,2,3,3,5,4,4,4,3,4,105,"cont_avocado",6
"43118",2335,"f","USA","iOS",3,3,4,3,4,3,3,4,5,2,3,3,3,2,2,2,3,3,3,4,4,5,2,3,4,4,1,2,4,5,3,4,4,5,2,3,4,4,4,4,4,4,4,5,3,2,3,3,5,4,4,4,3,4,105,"cont_romFail",6
"43119",2335,"f","USA","iOS",3,3,4,3,4,3,3,4,5,2,3,3,3,2,2,2,3,3,3,4,4,5,2,3,4,4,1,2,4,5,3,4,4,5,2,3,4,4,4,4,4,4,4,5,3,2,3,3,5,4,4,4,3,4,105,"cont_buttCar",7
"43120",2614,"f","GBR","iOS",1,4,5,1,4,2,5,3,5,5,1,3,5,1,5,1,5,5,5,4,4,4,5,3,4,5,2,5,2,4,3,1,4,1,5,5,4,1,4,3,2,1,3,3,1,5,1,1,3,1,4,3,1,1,155,"cont_knock",1
"43121",2614,"f","GBR","iOS",1,4,5,1,4,2,5,3,5,5,1,3,5,1,5,1,5,5,5,4,4,4,5,3,4,5,2,5,2,4,3,1,4,1,5,5,4,1,4,3,2,1,3,3,1,5,1,1,3,1,4,3,1,1,155,"cont_lifeSupport",7
"43122",2614,"f","GBR","iOS",1,4,5,1,4,2,5,3,5,5,1,3,5,1,5,1,5,5,5,4,4,4,5,3,4,5,2,5,2,4,3,1,4,1,5,5,4,1,4,3,2,1,3,3,1,5,1,1,3,1,4,3,1,1,155,"cont_iAmCringe",1
"43123",2614,"f","GBR","iOS",1,4,5,1,4,2,5,3,5,5,1,3,5,1,5,1,5,5,5,4,4,4,5,3,4,5,2,5,2,4,3,1,4,1,5,5,4,1,4,3,2,1,3,3,1,5,1,1,3,1,4,3,1,1,155,"cont_sexGolf",1
"43124",2614,"f","GBR","iOS",1,4,5,1,4,2,5,3,5,5,1,3,5,1,5,1,5,5,5,4,4,4,5,3,4,5,2,5,2,4,3,1,4,1,5,5,4,1,4,3,2,1,3,3,1,5,1,1,3,1,4,3,1,1,155,"cont_cuteDog",1
"43125",2614,"f","GBR","iOS",1,4,5,1,4,2,5,3,5,5,1,3,5,1,5,1,5,5,5,4,4,4,5,3,4,5,2,5,2,4,3,1,4,1,5,5,4,1,4,3,2,1,3,3,1,5,1,1,3,1,4,3,1,1,155,"cont_faceDraw",1
"43126",2614,"f","GBR","iOS",1,4,5,1,4,2,5,3,5,5,1,3,5,1,5,1,5,5,5,4,4,4,5,3,4,5,2,5,2,4,3,1,4,1,5,5,4,1,4,3,2,1,3,3,1,5,1,1,3,1,4,3,1,1,155,"cont_avocado",4
"43127",2614,"f","GBR","iOS",1,4,5,1,4,2,5,3,5,5,1,3,5,1,5,1,5,5,5,4,4,4,5,3,4,5,2,5,2,4,3,1,4,1,5,5,4,1,4,3,2,1,3,3,1,5,1,1,3,1,4,3,1,1,155,"cont_romFail",3
"43128",2614,"f","GBR","iOS",1,4,5,1,4,2,5,3,5,5,1,3,5,1,5,1,5,5,5,4,4,4,5,3,4,5,2,5,2,4,3,1,4,1,5,5,4,1,4,3,2,1,3,3,1,5,1,1,3,1,4,3,1,1,155,"cont_buttCar",1
"43129",4621,"f","GBR","Android",4,2,3,3,4,4,3,5,3,4,2,4,3,1,2,2,3,3,4,1,5,5,5,2,5,4,5,5,3,4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,2,3,2,3,2,4,3,2,4,2,132,"cont_knock",5
"43130",4621,"f","GBR","Android",4,2,3,3,4,4,3,5,3,4,2,4,3,1,2,2,3,3,4,1,5,5,5,2,5,4,5,5,3,4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,2,3,2,3,2,4,3,2,4,2,132,"cont_lifeSupport",6
"43131",4621,"f","GBR","Android",4,2,3,3,4,4,3,5,3,4,2,4,3,1,2,2,3,3,4,1,5,5,5,2,5,4,5,5,3,4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,2,3,2,3,2,4,3,2,4,2,132,"cont_kangeroos",4
"43132",4621,"f","GBR","Android",4,2,3,3,4,4,3,5,3,4,2,4,3,1,2,2,3,3,4,1,5,5,5,2,5,4,5,5,3,4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,2,3,2,3,2,4,3,2,4,2,132,"cont_iAmCringe",4
"43133",4621,"f","GBR","Android",4,2,3,3,4,4,3,5,3,4,2,4,3,1,2,2,3,3,4,1,5,5,5,2,5,4,5,5,3,4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,2,3,2,3,2,4,3,2,4,2,132,"cont_sexGolf",6
"43134",4621,"f","GBR","Android",4,2,3,3,4,4,3,5,3,4,2,4,3,1,2,2,3,3,4,1,5,5,5,2,5,4,5,5,3,4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,2,3,2,3,2,4,3,2,4,2,132,"cont_cuteDog",7
"43135",4621,"f","GBR","Android",4,2,3,3,4,4,3,5,3,4,2,4,3,1,2,2,3,3,4,1,5,5,5,2,5,4,5,5,3,4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,2,3,2,3,2,4,3,2,4,2,132,"cont_avocado",7
"43136",4621,"f","GBR","Android",4,2,3,3,4,4,3,5,3,4,2,4,3,1,2,2,3,3,4,1,5,5,5,2,5,4,5,5,3,4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,2,3,2,3,2,4,3,2,4,2,132,"cont_romFail",7
"43137",4621,"f","GBR","Android",4,2,3,3,4,4,3,5,3,4,2,4,3,1,2,2,3,3,4,1,5,5,5,2,5,4,5,5,3,4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,2,3,2,3,2,4,3,2,4,2,132,"cont_buttCar",6
"43138",5225,"m","GBR","Android",5,4,4,3,4,1,4,3,4,5,1,4,5,4,1,5,1,1,4,1,4,1,2,1,4,1,1,3,1,2,3,1,5,4,1,1,5,2,5,2,2,3,2,3,4,2,3,1,4,1,2,4,1,1,209,"cont_knock",6
"43139",5225,"m","GBR","Android",5,4,4,3,4,1,4,3,4,5,1,4,5,4,1,5,1,1,4,1,4,1,2,1,4,1,1,3,1,2,3,1,5,4,1,1,5,2,5,2,2,3,2,3,4,2,3,1,4,1,2,4,1,1,209,"cont_lifeSupport",4
"43140",5225,"m","GBR","Android",5,4,4,3,4,1,4,3,4,5,1,4,5,4,1,5,1,1,4,1,4,1,2,1,4,1,1,3,1,2,3,1,5,4,1,1,5,2,5,2,2,3,2,3,4,2,3,1,4,1,2,4,1,1,209,"cont_kangeroos",5
"43141",5225,"m","GBR","Android",5,4,4,3,4,1,4,3,4,5,1,4,5,4,1,5,1,1,4,1,4,1,2,1,4,1,1,3,1,2,3,1,5,4,1,1,5,2,5,2,2,3,2,3,4,2,3,1,4,1,2,4,1,1,209,"cont_iAmCringe",1
"43142",5225,"m","GBR","Android",5,4,4,3,4,1,4,3,4,5,1,4,5,4,1,5,1,1,4,1,4,1,2,1,4,1,1,3,1,2,3,1,5,4,1,1,5,2,5,2,2,3,2,3,4,2,3,1,4,1,2,4,1,1,209,"cont_sexGolf",1
"43143",5225,"m","GBR","Android",5,4,4,3,4,1,4,3,4,5,1,4,5,4,1,5,1,1,4,1,4,1,2,1,4,1,1,3,1,2,3,1,5,4,1,1,5,2,5,2,2,3,2,3,4,2,3,1,4,1,2,4,1,1,209,"cont_faceDraw",1
"43144",5225,"m","GBR","Android",5,4,4,3,4,1,4,3,4,5,1,4,5,4,1,5,1,1,4,1,4,1,2,1,4,1,1,3,1,2,3,1,5,4,1,1,5,2,5,2,2,3,2,3,4,2,3,1,4,1,2,4,1,1,209,"cont_avocado",3
"43145",5225,"m","GBR","Android",5,4,4,3,4,1,4,3,4,5,1,4,5,4,1,5,1,1,4,1,4,1,2,1,4,1,1,3,1,2,3,1,5,4,1,1,5,2,5,2,2,3,2,3,4,2,3,1,4,1,2,4,1,1,209,"cont_romFail",1
"43146",5225,"m","GBR","Android",5,4,4,3,4,1,4,3,4,5,1,4,5,4,1,5,1,1,4,1,4,1,2,1,4,1,1,3,1,2,3,1,5,4,1,1,5,2,5,2,2,3,2,3,4,2,3,1,4,1,2,4,1,1,209,"cont_buttCar",5
"43147",5419,"m","USA","Android",4,5,1,5,4,4,1,5,1,5,1,2,5,5,1,3,1,4,4,5,5,2,1,4,4,4,1,1,5,5,4,4,5,5,1,1,5,5,4,4,1,4,4,3,1,4,2,4,2,5,4,4,5,1,229,"cont_knock",1
"43148",5419,"m","USA","Android",4,5,1,5,4,4,1,5,1,5,1,2,5,5,1,3,1,4,4,5,5,2,1,4,4,4,1,1,5,5,4,4,5,5,1,1,5,5,4,4,1,4,4,3,1,4,2,4,2,5,4,4,5,1,229,"cont_lifeSupport",7
"43149",5419,"m","USA","Android",4,5,1,5,4,4,1,5,1,5,1,2,5,5,1,3,1,4,4,5,5,2,1,4,4,4,1,1,5,5,4,4,5,5,1,1,5,5,4,4,1,4,4,3,1,4,2,4,2,5,4,4,5,1,229,"cont_kangeroos",2
"43150",5419,"m","USA","Android",4,5,1,5,4,4,1,5,1,5,1,2,5,5,1,3,1,4,4,5,5,2,1,4,4,4,1,1,5,5,4,4,5,5,1,1,5,5,4,4,1,4,4,3,1,4,2,4,2,5,4,4,5,1,229,"cont_iAmCringe",2
"43151",5419,"m","USA","Android",4,5,1,5,4,4,1,5,1,5,1,2,5,5,1,3,1,4,4,5,5,2,1,4,4,4,1,1,5,5,4,4,5,5,1,1,5,5,4,4,1,4,4,3,1,4,2,4,2,5,4,4,5,1,229,"cont_sexGolf",1
"43152",5419,"m","USA","Android",4,5,1,5,4,4,1,5,1,5,1,2,5,5,1,3,1,4,4,5,5,2,1,4,4,4,1,1,5,5,4,4,5,5,1,1,5,5,4,4,1,4,4,3,1,4,2,4,2,5,4,4,5,1,229,"cont_cuteDog",1
"43153",5419,"m","USA","Android",4,5,1,5,4,4,1,5,1,5,1,2,5,5,1,3,1,4,4,5,5,2,1,4,4,4,1,1,5,5,4,4,5,5,1,1,5,5,4,4,1,4,4,3,1,4,2,4,2,5,4,4,5,1,229,"cont_avocado",4
"43154",5419,"m","USA","Android",4,5,1,5,4,4,1,5,1,5,1,2,5,5,1,3,1,4,4,5,5,2,1,4,4,4,1,1,5,5,4,4,5,5,1,1,5,5,4,4,1,4,4,3,1,4,2,4,2,5,4,4,5,1,229,"cont_romFail",4
"43155",5419,"m","USA","Android",4,5,1,5,4,4,1,5,1,5,1,2,5,5,1,3,1,4,4,5,5,2,1,4,4,4,1,1,5,5,4,4,5,5,1,1,5,5,4,4,1,4,4,3,1,4,2,4,2,5,4,4,5,1,229,"cont_buttCar",6
"43156",3110,"f","USA","iOS",5,4,4,4,1,3,3,5,4,5,1,2,5,5,1,4,1,1,5,5,5,5,4,1,5,5,1,1,5,5,5,5,5,5,1,1,5,4,5,4,1,4,3,1,1,3,1,2,1,5,3,2,4,1,272,"cont_knock",5
"43157",3110,"f","USA","iOS",5,4,4,4,1,3,3,5,4,5,1,2,5,5,1,4,1,1,5,5,5,5,4,1,5,5,1,1,5,5,5,5,5,5,1,1,5,4,5,4,1,4,3,1,1,3,1,2,1,5,3,2,4,1,272,"cont_lifeSupport",1
"43158",3110,"f","USA","iOS",5,4,4,4,1,3,3,5,4,5,1,2,5,5,1,4,1,1,5,5,5,5,4,1,5,5,1,1,5,5,5,5,5,5,1,1,5,4,5,4,1,4,3,1,1,3,1,2,1,5,3,2,4,1,272,"cont_kangeroos",5
"43159",3110,"f","USA","iOS",5,4,4,4,1,3,3,5,4,5,1,2,5,5,1,4,1,1,5,5,5,5,4,1,5,5,1,1,5,5,5,5,5,5,1,1,5,4,5,4,1,4,3,1,1,3,1,2,1,5,3,2,4,1,272,"cont_iAmCringe",1
"43160",3110,"f","USA","iOS",5,4,4,4,1,3,3,5,4,5,1,2,5,5,1,4,1,1,5,5,5,5,4,1,5,5,1,1,5,5,5,5,5,5,1,1,5,4,5,4,1,4,3,1,1,3,1,2,1,5,3,2,4,1,272,"cont_sexGolf",1
"43161",3110,"f","USA","iOS",5,4,4,4,1,3,3,5,4,5,1,2,5,5,1,4,1,1,5,5,5,5,4,1,5,5,1,1,5,5,5,5,5,5,1,1,5,4,5,4,1,4,3,1,1,3,1,2,1,5,3,2,4,1,272,"cont_cuteDog",5
"43162",3110,"f","USA","iOS",5,4,4,4,1,3,3,5,4,5,1,2,5,5,1,4,1,1,5,5,5,5,4,1,5,5,1,1,5,5,5,5,5,5,1,1,5,4,5,4,1,4,3,1,1,3,1,2,1,5,3,2,4,1,272,"cont_faceDraw",1
"43163",3110,"f","USA","iOS",5,4,4,4,1,3,3,5,4,5,1,2,5,5,1,4,1,1,5,5,5,5,4,1,5,5,1,1,5,5,5,5,5,5,1,1,5,4,5,4,1,4,3,1,1,3,1,2,1,5,3,2,4,1,272,"cont_romFail",1
"43164",3110,"f","USA","iOS",5,4,4,4,1,3,3,5,4,5,1,2,5,5,1,4,1,1,5,5,5,5,4,1,5,5,1,1,5,5,5,5,5,5,1,1,5,4,5,4,1,4,3,1,1,3,1,2,1,5,3,2,4,1,272,"cont_buttCar",3
"43165",4080,"m","USA","Android",1,1,1,5,5,5,3,5,2,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,4,4,5,5,5,5,2,4,5,5,3,5,5,173,"cont_knock",7
"43166",4080,"m","USA","Android",1,1,1,5,5,5,3,5,2,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,4,4,5,5,5,5,2,4,5,5,3,5,5,173,"cont_lifeSupport",7
"43167",4080,"m","USA","Android",1,1,1,5,5,5,3,5,2,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,4,4,5,5,5,5,2,4,5,5,3,5,5,173,"cont_iAmCringe",7
"43168",4080,"m","USA","Android",1,1,1,5,5,5,3,5,2,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,4,4,5,5,5,5,2,4,5,5,3,5,5,173,"cont_sexGolf",4
"43169",4080,"m","USA","Android",1,1,1,5,5,5,3,5,2,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,4,4,5,5,5,5,2,4,5,5,3,5,5,173,"cont_cuteDog",4
"43170",4080,"m","USA","Android",1,1,1,5,5,5,3,5,2,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,4,4,5,5,5,5,2,4,5,5,3,5,5,173,"cont_faceDraw",7
"43171",4080,"m","USA","Android",1,1,1,5,5,5,3,5,2,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,4,4,5,5,5,5,2,4,5,5,3,5,5,173,"cont_avocado",7
"43172",4080,"m","USA","Android",1,1,1,5,5,5,3,5,2,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,4,4,5,5,5,5,2,4,5,5,3,5,5,173,"cont_romFail",7
"43173",4080,"m","USA","Android",1,1,1,5,5,5,3,5,2,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,4,4,5,5,5,5,2,4,5,5,3,5,5,173,"cont_buttCar",7
"43174",4070,"f","USA","iOS",4,4,2,4,4,4,4,4,3,2,3,4,4,1,2,2,2,5,5,4,4,2,1,1,4,2,2,4,2,4,4,4,5,5,1,1,4,3,3,1,1,3,2,3,1,4,2,3,3,4,4,2,4,1,180,"cont_knock",5
"43175",4070,"f","USA","iOS",4,4,2,4,4,4,4,4,3,2,3,4,4,1,2,2,2,5,5,4,4,2,1,1,4,2,2,4,2,4,4,4,5,5,1,1,4,3,3,1,1,3,2,3,1,4,2,3,3,4,4,2,4,1,180,"cont_lifeSupport",5
"43176",4070,"f","USA","iOS",4,4,2,4,4,4,4,4,3,2,3,4,4,1,2,2,2,5,5,4,4,2,1,1,4,2,2,4,2,4,4,4,5,5,1,1,4,3,3,1,1,3,2,3,1,4,2,3,3,4,4,2,4,1,180,"cont_kangeroos",5
"43177",4070,"f","USA","iOS",4,4,2,4,4,4,4,4,3,2,3,4,4,1,2,2,2,5,5,4,4,2,1,1,4,2,2,4,2,4,4,4,5,5,1,1,4,3,3,1,1,3,2,3,1,4,2,3,3,4,4,2,4,1,180,"cont_iAmCringe",1
"43178",4070,"f","USA","iOS",4,4,2,4,4,4,4,4,3,2,3,4,4,1,2,2,2,5,5,4,4,2,1,1,4,2,2,4,2,4,4,4,5,5,1,1,4,3,3,1,1,3,2,3,1,4,2,3,3,4,4,2,4,1,180,"cont_sexGolf",7
"43179",4070,"f","USA","iOS",4,4,2,4,4,4,4,4,3,2,3,4,4,1,2,2,2,5,5,4,4,2,1,1,4,2,2,4,2,4,4,4,5,5,1,1,4,3,3,1,1,3,2,3,1,4,2,3,3,4,4,2,4,1,180,"cont_cuteDog",5
"43180",4070,"f","USA","iOS",4,4,2,4,4,4,4,4,3,2,3,4,4,1,2,2,2,5,5,4,4,2,1,1,4,2,2,4,2,4,4,4,5,5,1,1,4,3,3,1,1,3,2,3,1,4,2,3,3,4,4,2,4,1,180,"cont_avocado",5
"43181",4070,"f","USA","iOS",4,4,2,4,4,4,4,4,3,2,3,4,4,1,2,2,2,5,5,4,4,2,1,1,4,2,2,4,2,4,4,4,5,5,1,1,4,3,3,1,1,3,2,3,1,4,2,3,3,4,4,2,4,1,180,"cont_romFail",7
"43182",4070,"f","USA","iOS",4,4,2,4,4,4,4,4,3,2,3,4,4,1,2,2,2,5,5,4,4,2,1,1,4,2,2,4,2,4,4,4,5,5,1,1,4,3,3,1,1,3,2,3,1,4,2,3,3,4,4,2,4,1,180,"cont_buttCar",6
"43183",4114,"m","USA","Android",5,5,1,5,4,5,3,4,5,5,2,4,5,4,3,4,1,4,5,5,5,5,5,5,5,4,5,4,4,5,3,1,5,5,1,1,5,5,5,3,1,3,5,3,5,5,1,5,3,5,5,4,5,4,174,"cont_knock",6
"43184",4114,"m","USA","Android",5,5,1,5,4,5,3,4,5,5,2,4,5,4,3,4,1,4,5,5,5,5,5,5,5,4,5,4,4,5,3,1,5,5,1,1,5,5,5,3,1,3,5,3,5,5,1,5,3,5,5,4,5,4,174,"cont_lifeSupport",7
"43185",4114,"m","USA","Android",5,5,1,5,4,5,3,4,5,5,2,4,5,4,3,4,1,4,5,5,5,5,5,5,5,4,5,4,4,5,3,1,5,5,1,1,5,5,5,3,1,3,5,3,5,5,1,5,3,5,5,4,5,4,174,"cont_kangeroos",5
"43186",4114,"m","USA","Android",5,5,1,5,4,5,3,4,5,5,2,4,5,4,3,4,1,4,5,5,5,5,5,5,5,4,5,4,4,5,3,1,5,5,1,1,5,5,5,3,1,3,5,3,5,5,1,5,3,5,5,4,5,4,174,"cont_iAmCringe",4
"43187",4114,"m","USA","Android",5,5,1,5,4,5,3,4,5,5,2,4,5,4,3,4,1,4,5,5,5,5,5,5,5,4,5,4,4,5,3,1,5,5,1,1,5,5,5,3,1,3,5,3,5,5,1,5,3,5,5,4,5,4,174,"cont_sexGolf",3
"43188",4114,"m","USA","Android",5,5,1,5,4,5,3,4,5,5,2,4,5,4,3,4,1,4,5,5,5,5,5,5,5,4,5,4,4,5,3,1,5,5,1,1,5,5,5,3,1,3,5,3,5,5,1,5,3,5,5,4,5,4,174,"cont_cuteDog",2
"43189",4114,"m","USA","Android",5,5,1,5,4,5,3,4,5,5,2,4,5,4,3,4,1,4,5,5,5,5,5,5,5,4,5,4,4,5,3,1,5,5,1,1,5,5,5,3,1,3,5,3,5,5,1,5,3,5,5,4,5,4,174,"cont_faceDraw",4
"43190",4114,"m","USA","Android",5,5,1,5,4,5,3,4,5,5,2,4,5,4,3,4,1,4,5,5,5,5,5,5,5,4,5,4,4,5,3,1,5,5,1,1,5,5,5,3,1,3,5,3,5,5,1,5,3,5,5,4,5,4,174,"cont_avocado",5
"43191",4114,"m","USA","Android",5,5,1,5,4,5,3,4,5,5,2,4,5,4,3,4,1,4,5,5,5,5,5,5,5,4,5,4,4,5,3,1,5,5,1,1,5,5,5,3,1,3,5,3,5,5,1,5,3,5,5,4,5,4,174,"cont_buttCar",7
"43192",5459,"m","GBR","Android",4,5,2,1,5,4,4,4,5,3,1,5,4,3,5,5,2,3,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,1,5,3,5,5,4,5,3,4,1,3,5,1,5,1,5,5,2,5,2,208,"cont_knock",7
"43193",5459,"m","GBR","Android",4,5,2,1,5,4,4,4,5,3,1,5,4,3,5,5,2,3,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,1,5,3,5,5,4,5,3,4,1,3,5,1,5,1,5,5,2,5,2,208,"cont_lifeSupport",7
"43194",5459,"m","GBR","Android",4,5,2,1,5,4,4,4,5,3,1,5,4,3,5,5,2,3,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,1,5,3,5,5,4,5,3,4,1,3,5,1,5,1,5,5,2,5,2,208,"cont_kangeroos",7
"43195",5459,"m","GBR","Android",4,5,2,1,5,4,4,4,5,3,1,5,4,3,5,5,2,3,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,1,5,3,5,5,4,5,3,4,1,3,5,1,5,1,5,5,2,5,2,208,"cont_iAmCringe",1
"43196",5459,"m","GBR","Android",4,5,2,1,5,4,4,4,5,3,1,5,4,3,5,5,2,3,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,1,5,3,5,5,4,5,3,4,1,3,5,1,5,1,5,5,2,5,2,208,"cont_sexGolf",7
"43197",5459,"m","GBR","Android",4,5,2,1,5,4,4,4,5,3,1,5,4,3,5,5,2,3,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,1,5,3,5,5,4,5,3,4,1,3,5,1,5,1,5,5,2,5,2,208,"cont_cuteDog",4
"43198",5459,"m","GBR","Android",4,5,2,1,5,4,4,4,5,3,1,5,4,3,5,5,2,3,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,1,5,3,5,5,4,5,3,4,1,3,5,1,5,1,5,5,2,5,2,208,"cont_avocado",5
"43199",5459,"m","GBR","Android",4,5,2,1,5,4,4,4,5,3,1,5,4,3,5,5,2,3,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,1,5,3,5,5,4,5,3,4,1,3,5,1,5,1,5,5,2,5,2,208,"cont_romFail",2
"43200",5459,"m","GBR","Android",4,5,2,1,5,4,4,4,5,3,1,5,4,3,5,5,2,3,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,1,5,3,5,5,4,5,3,4,1,3,5,1,5,1,5,5,2,5,2,208,"cont_buttCar",7
